期货名称,期货代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
欧线集运2602,ec2602,2025-08-11 10:15,11534958.6,11533877.3,11534958.6,11533877.3,100,7672255.0,0.01,-0.01,-1081.3,0.0
欧线集运2602,ec2602,2025-08-11 10:45,11534237.7,11534827.5,11534827.5,11533983.7,19,1459195.0,0.01,0.01,950.2,0.0
欧线集运2602,ec2602,2025-08-11 11:00,11534827.5,11534295.0,11534917.6,11534295.0,21,1616390.0,0.01,0.0,-532.5,0.0
欧线集运2602,ec2602,2025-08-11 11:15,11534295.0,11534188.5,11534450.7,11534008.3,15,1151205.0,0.0,0.0,-106.5,0.0
欧线集运2602,ec2602,2025-08-11 11:30,11534188.5,11534041.1,11534303.2,11533877.3,46,3523545.0,0.0,0.0,-147.4,0.0
欧线集运2602,ec2602,2025-08-11 13:45,11534426.1,11534704.6,11534704.6,11534426.1,9,691935.0,0.0,0.01,663.5,0.0
欧线集运2602,ec2602,2025-08-11 14:00,11534491.7,11534491.7,11534639.1,11534483.5,14,1076810.0,0.0,0.0,-212.9,0.0
欧线集运2602,ec2602,2025-08-11 14:15,11534491.7,11533860.9,11534491.7,11531796.5,283,21514315.0,0.02,-0.01,-630.8,0.0
欧线集运2602,ec2602,2025-08-11 14:30,11533844.5,11533549.6,11533844.5,11532386.3,128,9738545.0,0.01,0.0,-311.3,0.0
欧线集运2602,ec2602,2025-08-11 14:45,11533295.6,11532927.0,11533295.6,11532632.1,38,2884500.0,0.01,-0.01,-622.6,0.0
欧线集运2602,ec2602,2025-08-11 15:00,11532927.0,11532787.7,11533426.7,11532599.3,99,7521480.0,0.01,0.0,-139.3,0.0
欧线集运2602,ec2602,2025-08-12 09:15,11533844.5,11532992.5,11533844.5,11531092.0,403,30398165.0,0.02,0.0,204.8,0.0
欧线集运2602,ec2602,2025-08-12 09:30,11532812.3,11531763.7,11532910.6,11531747.3,77,5811035.0,0.01,-0.01,-1228.8,0.0
欧线集运2602,ec2602,2025-08-12 09:45,11531796.5,11532312.6,11532312.6,11531755.5,28,2110880.0,0.0,0.0,548.9,0.0
欧线集运2602,ec2602,2025-08-12 10:00,11532312.6,11532460.0,11532673.0,11532279.8,17,1286875.0,0.0,0.0,147.4,0.0
欧线集运2602,ec2602,2025-08-12 10:15,11532451.8,11532206.1,11532451.8,11531821.1,43,3246880.0,0.01,0.0,-253.9,0.0
欧线集运2602,ec2602,2025-08-12 10:45,11532451.8,11532918.8,11532976.1,11532263.4,53,4018245.0,0.01,0.01,712.7,0.0
欧线集运2602,ec2602,2025-08-12 11:00,11532894.2,11532771.3,11533434.9,11532771.3,58,4410745.0,0.01,0.0,-147.5,0.0
欧线集运2602,ec2602,2025-08-12 11:15,11532771.3,11533197.3,11533197.3,11532771.3,12,912135.0,0.0,0.0,426.0,0.0
欧线集运2602,ec2602,2025-08-12 11:30,11533353.0,11533426.7,11533713.4,11533115.4,58,4421655.0,0.01,0.0,229.4,0.0
欧线集运2602,ec2602,2025-08-12 13:45,11533369.3,11534221.3,11534221.3,11533189.1,75,5727885.0,0.01,0.01,794.6,0.0
欧线集运2602,ec2602,2025-08-12 14:00,11534254.1,11534057.5,11534417.9,11533746.2,43,3298005.0,0.01,0.0,-163.8,0.0
欧线集运2602,ec2602,2025-08-12 14:15,11534057.5,11533983.7,11534204.9,11533926.4,25,1915090.0,0.0,0.0,-73.8,0.0
欧线集运2602,ec2602,2025-08-12 14:30,11533934.6,11533475.8,11534172.2,11532951.6,135,10295035.0,0.01,0.0,-507.9,0.0
欧线集运2602,ec2602,2025-08-12 14:45,11533557.8,11532976.1,11533639.7,11532976.1,46,3502010.0,0.01,0.0,-499.7,0.0
欧线集运2602,ec2602,2025-08-12 15:00,11533353.0,11533680.6,11533680.6,11533090.8,60,4576450.0,0.01,0.01,704.5,0.0
欧线集运2602,ec2602,2025-08-13 09:15,11532787.7,11532492.8,11533312.0,11532206.1,80,6067005.0,0.01,-0.01,-1187.8,0.0
欧线集运2602,ec2602,2025-08-13 09:30,11532501.0,11532378.1,11532607.5,11531231.2,203,15284805.0,0.01,0.0,-114.7,0.0
欧线集运2602,ec2602,2025-08-13 09:45,11532378.1,11531968.5,11532574.7,11531411.5,151,11382295.0,0.01,0.0,-409.6,0.0
欧线集运2602,ec2602,2025-08-13 10:00,11531968.5,11532116.0,11532689.4,11531968.5,47,3551435.0,0.01,0.0,147.5,0.0
欧线集运2602,ec2602,2025-08-13 10:15,11531878.4,11530674.2,11531878.4,11529748.5,463,34517310.0,0.02,-0.01,-1441.8,0.0
欧线集运2602,ec2602,2025-08-13 10:45,11530494.0,11530706.9,11531010.1,11530035.2,89,6629655.0,0.01,0.0,32.7,0.0
欧线集运2602,ec2602,2025-08-13 11:00,11530862.6,11530158.1,11530870.8,11529412.6,155,11488055.0,0.01,0.0,-548.8,0.0
欧线集运2602,ec2602,2025-08-13 11:15,11529920.5,11530879.0,11530887.2,11529379.8,166,12329910.0,0.01,0.01,720.9,0.0
欧线集运2602,ec2602,2025-08-13 11:30,11530690.6,11530584.1,11530862.6,11530010.6,72,5357600.0,0.01,0.0,-294.9,0.0
欧线集运2602,ec2602,2025-08-13 13:45,11530387.5,11530862.6,11530903.6,11529674.8,136,10103635.0,0.01,0.0,278.5,0.0
欧线集运2602,ec2602,2025-08-13 14:00,11530862.6,11530494.0,11531010.1,11529994.2,59,4391260.0,0.01,0.0,-368.6,0.0
欧线集运2602,ec2602,2025-08-13 14:15,11530338.3,11530330.1,11530379.3,11530084.4,13,966105.0,0.0,0.0,-163.9,0.0
欧线集运2602,ec2602,2025-08-13 14:30,11530141.7,11530838.0,11530838.0,11530141.7,35,2604440.0,0.01,0.0,507.9,0.0
欧线集运2602,ec2602,2025-08-13 14:45,11530854.4,11530543.1,11530903.6,11530215.4,52,3870785.0,0.01,0.0,-294.9,0.0
欧线集运2602,ec2602,2025-08-13 15:00,11530543.1,11530403.8,11531149.3,11530403.8,149,11126940.0,0.01,0.0,-139.3,0.0
欧线集运2602,ec2602,2025-08-14 09:15,11529601.0,11532197.9,11532632.1,11529601.0,158,11890565.0,0.03,0.02,1794.1,0.0
欧线集运2602,ec2602,2025-08-14 09:30,11532197.9,11531599.9,11532197.9,11531386.9,70,5267150.0,0.01,-0.01,-598.0,0.0
欧线集运2602,ec2602,2025-08-14 09:45,11531599.9,11532288.0,11532550.1,11531542.5,107,8072555.0,0.01,0.01,688.1,0.0
欧线集运2602,ec2602,2025-08-14 10:00,11532476.4,11533271.0,11533271.0,11532378.1,165,12524795.0,0.01,0.01,983.0,0.0
欧线集运2602,ec2602,2025-08-14 10:15,11533361.2,11534303.2,11534737.4,11533287.4,261,20021255.0,0.01,0.01,1032.2,0.0
欧线集运2602,ec2602,2025-08-14 10:45,11534360.6,11533344.8,11535032.3,11533213.7,91,6978515.0,0.02,-0.01,-958.4,0.0
欧线集运2602,ec2602,2025-08-14 11:00,11533336.6,11533336.6,11533615.1,11533115.4,76,5790495.0,0.0,0.0,-8.2,0.0
欧线集运2602,ec2602,2025-08-14 11:15,11533467.7,11533525.0,11534311.4,11533467.7,42,3210070.0,0.01,0.0,188.4,0.0
欧线集运2602,ec2602,2025-08-14 11:30,11533516.8,11532304.4,11533656.1,11532206.1,107,8133030.0,0.01,-0.01,-1220.6,0.0
欧线集运2602,ec2602,2025-08-14 13:45,11532787.7,11533328.4,11533991.9,11531804.7,124,9420720.0,0.02,0.01,1024.0,0.0
欧线集运2602,ec2602,2025-08-14 14:00,11533328.4,11533762.6,11533828.1,11533033.5,43,3281435.0,0.01,0.0,434.2,0.0
欧线集运2602,ec2602,2025-08-14 14:15,11533762.6,11532697.6,11533762.6,11532615.7,38,2892190.0,0.01,-0.01,-1065.0,0.0
欧线集运2602,ec2602,2025-08-14 14:30,11532697.6,11533189.1,11533189.1,11532697.6,25,1897210.0,0.0,0.0,491.5,0.0
欧线集运2602,ec2602,2025-08-14 14:45,11533189.1,11533197.3,11533320.2,11532910.6,26,1977630.0,0.0,0.0,8.2,0.0
欧线集运2602,ec2602,2025-08-14 15:00,11533246.5,11533140.0,11533418.5,11533033.5,60,4566905.0,0.0,0.0,-57.3,0.0
欧线集运2602,ec2602,2025-08-15 09:15,11533140.0,11534614.5,11534663.7,11533082.6,176,13481480.0,0.01,0.01,1474.5,0.0
欧线集运2602,ec2602,2025-08-15 09:30,11534663.7,11533664.3,11534860.3,11533271.0,142,10894440.0,0.01,-0.01,-950.2,0.0
欧线集运2602,ec2602,2025-08-15 09:45,11533926.4,11533901.8,11534745.6,11533680.6,160,12287890.0,0.01,0.0,237.5,0.0
欧线集运2602,ec2602,2025-08-15 10:00,11533959.2,11533680.6,11533959.2,11533516.8,51,3896575.0,0.0,0.0,-221.2,0.0
欧线集运2602,ec2602,2025-08-15 10:15,11533836.3,11533983.7,11534123.0,11533451.3,37,2829720.0,0.01,0.0,303.1,0.0
欧线集运2602,ec2602,2025-08-15 10:45,11533983.7,11533844.5,11534106.6,11533770.8,42,3215495.0,0.0,0.0,-139.2,0.0
欧线集运2602,ec2602,2025-08-15 11:00,11534098.4,11533787.1,11534458.9,11533787.1,30,2302060.0,0.01,0.0,-57.4,0.0
欧线集运2602,ec2602,2025-08-15 11:15,11533754.4,11533279.2,11533852.7,11532836.9,104,7927970.0,0.01,0.0,-507.9,0.0
欧线集运2602,ec2602,2025-08-15 11:30,11533279.2,11533320.2,11533402.1,11532959.7,27,2055445.0,0.0,0.0,41.0,0.0
欧线集运2602,ec2602,2025-08-15 13:45,11533459.5,11533508.6,11533951.0,11533221.9,32,2443540.0,0.01,0.0,188.4,0.0
欧线集运2602,ec2602,2025-08-15 14:00,11533508.6,11532836.9,11533557.8,11532427.3,47,3567760.0,0.01,-0.01,-671.7,0.0
欧线集运2602,ec2602,2025-08-15 14:15,11532828.7,11533312.0,11533328.4,11532820.5,25,1899020.0,0.0,0.0,475.1,0.0
欧线集运2602,ec2602,2025-08-15 14:30,11533598.7,11533377.5,11533598.7,11533140.0,18,1371620.0,0.0,0.0,65.5,0.0
欧线集运2602,ec2602,2025-08-15 14:45,11533377.5,11533254.7,11533451.3,11532959.7,58,4415765.0,0.0,0.0,-122.8,0.0
欧线集运2602,ec2602,2025-08-15 15:00,11533254.7,11533852.7,11533951.0,11533197.3,62,4733735.0,0.01,0.01,598.0,0.0
欧线集运2602,ec2602,2025-08-18 09:15,11533877.3,11534671.9,11535327.2,11533705.2,322,24818220.0,0.01,0.01,819.2,0.0
欧线集运2602,ec2602,2025-08-18 09:30,11534688.3,11535286.3,11535949.8,11534590.0,192,14862660.0,0.01,0.01,614.4,0.0
欧线集运2602,ec2602,2025-08-18 09:45,11535310.9,11535220.7,11535392.8,11534802.9,46,3555075.0,0.01,0.0,-65.6,0.0
欧线集运2602,ec2602,2025-08-18 10:00,11535269.9,11534590.0,11535605.8,11534590.0,126,9745090.0,0.01,-0.01,-630.7,0.0
欧线集运2602,ec2602,2025-08-18 10:15,11534581.8,11533844.5,11535015.9,11533811.7,158,12127235.0,0.01,-0.01,-745.5,0.0
欧线集运2602,ec2602,2025-08-18 10:45,11533918.2,11534704.6,11534704.6,11533680.6,27,2071355.0,0.01,0.01,860.1,0.0
欧线集运2602,ec2602,2025-08-18 11:00,11534680.1,11534270.5,11534835.7,11534270.5,28,2155175.0,0.0,0.0,-434.1,0.0
欧线集运2602,ec2602,2025-08-18 11:15,11534270.5,11534966.8,11534966.8,11534270.5,34,2617095.0,0.01,0.01,696.3,0.0
欧线集运2602,ec2602,2025-08-18 11:30,11534966.8,11534270.5,11535032.3,11534270.5,18,1386305.0,0.01,-0.01,-696.3,0.0
欧线集运2602,ec2602,2025-08-18 13:45,11534524.4,11533983.7,11534745.6,11533680.6,59,4522000.0,0.01,0.0,-286.8,0.0
欧线集运2602,ec2602,2025-08-18 14:00,11533918.2,11533778.9,11534106.6,11533238.3,71,5424965.0,0.01,0.0,-204.8,0.0
欧线集运2602,ec2602,2025-08-18 14:15,11533590.5,11533312.0,11533688.8,11533049.9,109,8314220.0,0.01,0.0,-466.9,0.0
欧线集运2602,ec2602,2025-08-18 14:30,11533312.0,11533516.8,11533615.1,11533312.0,14,1068030.0,0.0,0.0,204.8,0.0
欧线集运2602,ec2602,2025-08-18 14:45,11533516.8,11534344.2,11534663.7,11533516.8,81,6219595.0,0.01,0.01,827.4,0.0
欧线集运2602,ec2602,2025-08-18 15:00,11534573.6,11534491.7,11534573.6,11534336.0,34,2613050.0,0.0,0.0,147.5,0.0
欧线集运2602,ec2602,2025-08-19 09:15,11535073.3,11533566.0,11535155.2,11533434.9,89,6834330.0,0.01,-0.01,-925.7,0.0
欧线集运2602,ec2602,2025-08-19 09:30,11533606.9,11534073.9,11534319.6,11533500.4,33,2522950.0,0.01,0.0,507.9,0.0
欧线集运2602,ec2602,2025-08-19 09:45,11534073.9,11534073.9,11534147.6,11534073.9,8,613250.0,0.0,0.0,0.0,0.0
欧线集运2602,ec2602,2025-08-19 10:00,11534073.9,11534344.2,11534344.2,11533434.9,47,3592920.0,0.01,0.0,270.3,0.0
欧线集运2602,ec2602,2025-08-19 10:15,11534204.9,11534475.3,11534475.3,11533787.1,12,920495.0,0.01,0.0,131.1,0.0
欧线集运2602,ec2602,2025-08-19 10:45,11534475.3,11534098.4,11534639.1,11534098.4,19,1459320.0,0.0,0.0,-376.9,0.0
欧线集运2602,ec2602,2025-08-19 11:00,11534090.2,11533942.8,11534090.2,11533942.8,9,689460.0,0.0,0.0,-155.6,0.0
欧线集运2602,ec2602,2025-08-19 11:15,11533942.8,11533582.3,11533951.0,11533402.1,50,3817205.0,0.0,0.0,-360.5,0.0
欧线集运2602,ec2602,2025-08-19 11:30,11533508.6,11533623.3,11534041.1,11533238.3,56,4275220.0,0.01,0.0,41.0,0.0
欧线集运2602,ec2602,2025-08-19 13:45,11533590.5,11533869.1,11533869.1,11533328.4,48,3661605.0,0.0,0.0,245.8,0.0
欧线集运2602,ec2602,2025-08-19 14:00,11533869.1,11533967.4,11534958.6,11533844.5,95,7303975.0,0.01,0.0,98.3,0.0
欧线集运2602,ec2602,2025-08-19 14:15,11534016.5,11534008.3,11534393.3,11534008.3,23,1763410.0,0.0,0.0,40.9,0.0
欧线集运2602,ec2602,2025-08-19 14:30,11534008.3,11533738.0,11534024.7,11533205.5,57,4349440.0,0.01,0.0,-270.3,0.0
欧线集运2602,ec2602,2025-08-19 14:45,11533721.6,11533738.0,11533738.0,11533246.5,36,2747075.0,0.0,0.0,0.0,0.0
欧线集运2602,ec2602,2025-08-19 15:00,11533836.3,11534286.9,11534393.3,11533836.3,54,4140520.0,0.0,0.0,548.9,0.0
欧线集运2602,ec2602,2025-08-20 09:15,11533246.5,11533901.8,11533901.8,11532918.8,126,9607135.0,0.01,0.0,-385.1,0.0
欧线集运2602,ec2602,2025-08-20 09:30,11533467.7,11533893.6,11533893.6,11533467.7,11,840010.0,0.0,0.0,-8.2,0.0
欧线集运2602,ec2602,2025-08-20 09:45,11533893.6,11533459.5,11533893.6,11533320.2,16,1220100.0,0.0,0.0,-434.1,0.0
欧线集运2602,ec2602,2025-08-20 10:00,11533459.5,11533082.6,11533508.6,11532697.6,53,4027070.0,0.01,0.0,-376.9,0.0
欧线集运2602,ec2602,2025-08-20 10:15,11533090.8,11533418.5,11533418.5,11532722.2,78,5932145.0,0.01,0.0,335.9,0.0
欧线集运2602,ec2602,2025-08-20 10:45,11533844.5,11534352.4,11535204.4,11533705.2,168,12916705.0,0.01,0.01,933.9,0.0
欧线集运2602,ec2602,2025-08-20 11:00,11534360.6,11534254.1,11534360.6,11534180.4,8,613905.0,0.0,0.0,-98.3,0.0
欧线集运2602,ec2602,2025-08-20 11:15,11534106.6,11534368.8,11534368.8,11534106.6,14,1074400.0,0.0,0.0,114.7,0.0
欧线集运2602,ec2602,2025-08-20 11:30,11534368.8,11534114.8,11534401.5,11534114.8,24,1841810.0,0.0,0.0,-254.0,0.0
欧线集运2602,ec2602,2025-08-20 13:45,11533975.6,11534164.0,11534344.2,11533598.7,50,3827590.0,0.01,0.0,49.2,0.0
欧线集运2602,ec2602,2025-08-20 14:00,11534164.0,11534245.9,11534409.7,11534090.2,25,1919935.0,0.0,0.0,81.9,0.0
欧线集运2602,ec2602,2025-08-20 14:15,11534245.9,11534508.0,11534852.1,11533844.5,100,7680435.0,0.01,0.0,262.1,0.0
欧线集运2602,ec2602,2025-08-20 14:30,11534508.0,11533869.1,11534508.0,11533516.8,28,2142770.0,0.01,-0.01,-638.9,0.0
欧线集运2602,ec2602,2025-08-20 14:45,11533869.1,11534090.2,11534278.7,11533869.1,18,1379175.0,0.0,0.0,221.1,0.0
欧线集运2602,ec2602,2025-08-20 15:00,11534090.2,11534008.3,11534286.9,11533819.9,52,3982380.0,0.0,0.0,-81.9,0.0
欧线集运2602,ec2602,2025-08-21 09:15,11533942.8,11533500.4,11535073.3,11533197.3,188,14441125.0,0.02,0.0,-507.9,0.0
欧线集运2602,ec2602,2025-08-21 09:30,11533484.0,11534147.6,11534417.9,11533353.0,36,2755495.0,0.01,0.01,647.2,0.0
欧线集运2602,ec2602,2025-08-21 09:45,11534147.6,11533746.2,11534147.6,11533467.7,36,2753090.0,0.01,0.0,-401.4,0.0
欧线集运2602,ec2602,2025-08-21 10:00,11533852.7,11532959.7,11533852.7,11532861.4,104,7922160.0,0.01,-0.01,-786.5,0.0
欧线集运2602,ec2602,2025-08-21 10:15,11532845.1,11533238.3,11533697.0,11532542.0,82,6239515.0,0.01,0.0,278.6,0.0
欧线集运2602,ec2602,2025-08-21 10:45,11533262.9,11533729.8,11533860.9,11532550.1,90,6841870.0,0.01,0.0,491.5,0.0
欧线集运2602,ec2602,2025-08-21 11:00,11533713.4,11533516.8,11533844.5,11533459.5,19,1450925.0,0.0,0.0,-213.0,0.0
欧线集运2602,ec2602,2025-08-21 11:15,11533459.5,11532099.6,11533459.5,11531862.0,221,16712995.0,0.01,-0.01,-1417.2,0.0
欧线集运2602,ec2602,2025-08-21 11:30,11532230.7,11532738.6,11532738.6,11532050.4,65,4915050.0,0.01,0.01,639.0,0.0
欧线集运2602,ec2602,2025-08-21 13:45,11532632.1,11532918.8,11533025.3,11532632.1,30,2278335.0,0.0,0.0,180.2,0.0
欧线集运2602,ec2602,2025-08-21 14:00,11532918.8,11532501.0,11532918.8,11532288.0,21,1589645.0,0.01,0.0,-417.8,0.0
欧线集运2602,ec2602,2025-08-21 14:15,11532329.0,11532116.0,11532353.5,11531567.1,98,7382800.0,0.01,0.0,-385.0,0.0
欧线集运2602,ec2602,2025-08-21 14:30,11532099.6,11532001.3,11532304.4,11531305.0,123,9244260.0,0.01,0.0,-114.7,0.0
欧线集运2602,ec2602,2025-08-21 14:45,11532009.5,11531739.1,11532058.6,11531608.1,34,2559680.0,0.0,0.0,-262.2,0.0
欧线集运2602,ec2602,2025-08-21 15:00,11531739.1,11532451.8,11532509.2,11531690.0,64,4831375.0,0.01,0.01,712.7,0.0
欧线集运2602,ec2602,2025-08-22 09:15,11531984.9,11531419.7,11531984.9,11530485.8,255,19094530.0,0.01,-0.01,-1032.1,0.0
欧线集运2602,ec2602,2025-08-22 09:30,11531509.8,11531501.6,11532312.6,11531157.5,103,7746365.0,0.01,0.0,81.9,0.0
欧线集运2602,ec2602,2025-08-22 09:45,11531436.0,11530780.7,11531591.7,11530780.7,43,3219530.0,0.01,-0.01,-720.9,0.0
欧线集运2602,ec2602,2025-08-22 10:00,11530698.8,11530715.1,11531354.1,11530567.7,84,6275250.0,0.01,0.0,-65.6,0.0
欧线集运2602,ec2602,2025-08-22 10:15,11530690.6,11530756.1,11531051.0,11530625.0,32,2388075.0,0.0,0.0,41.0,0.0
欧线集运2602,ec2602,2025-08-22 10:45,11530715.1,11530682.4,11530788.9,11530625.0,21,1566100.0,0.0,0.0,-73.7,0.0
欧线集运2602,ec2602,2025-08-22 11:00,11530608.6,11530805.3,11531083.8,11530608.6,88,6568730.0,0.0,0.0,122.9,0.0
欧线集运2602,ec2602,2025-08-22 11:15,11530625.0,11530338.3,11530682.4,11530166.3,77,5730350.0,0.0,0.0,-467.0,0.0
欧线集运2602,ec2602,2025-08-22 11:30,11530256.4,11529928.7,11530485.8,11529601.0,93,6892695.0,0.01,0.0,-409.6,0.0
欧线集运2602,ec2602,2025-08-22 13:45,11529814.0,11530141.7,11530297.3,11529699.3,39,2890535.0,0.01,0.0,213.0,0.0
欧线集运2602,ec2602,2025-08-22 14:00,11530117.1,11530117.1,11530420.2,11530068.0,41,3045830.0,0.0,0.0,-24.6,0.0
欧线集运2602,ec2602,2025-08-22 14:15,11530068.0,11529871.4,11530141.7,11529830.4,39,2891535.0,0.0,0.0,-245.7,0.0
欧线集运2602,ec2602,2025-08-22 14:30,11529748.5,11528888.3,11529838.6,11528765.4,163,12010225.0,0.01,-0.01,-983.1,0.0
欧线集运2602,ec2602,2025-08-22 14:45,11528765.4,11529150.5,11529257.0,11528192.0,169,12395680.0,0.01,0.0,262.2,0.0
欧线集运2602,ec2602,2025-08-22 15:00,11529027.6,11528519.7,11529207.8,11528519.7,125,9182755.0,0.01,-0.01,-630.8,0.0
欧线集运2602,ec2602,2025-08-25 09:15,11529756.7,11528634.4,11529887.7,11528167.4,182,13382250.0,0.01,0.0,114.7,0.0
欧线集运2602,ec2602,2025-08-25 09:30,11528732.7,11529502.7,11529609.2,11528618.0,108,7947610.0,0.01,0.01,868.3,0.0
欧线集运2602,ec2602,2025-08-25 09:45,11529453.6,11530043.4,11530305.5,11529224.2,65,4816495.0,0.01,0.0,540.7,0.0
欧线集运2602,ec2602,2025-08-25 10:00,11530043.4,11531575.3,11531608.1,11530043.4,104,7769585.0,0.01,0.01,1531.9,0.0
欧线集运2602,ec2602,2025-08-25 10:15,11531583.5,11531468.8,11531698.2,11530895.4,126,9445405.0,0.01,0.0,-106.5,0.0
欧线集运2602,ec2602,2025-08-25 10:45,11531345.9,11531870.2,11533107.2,11531173.9,179,13529760.0,0.02,0.0,401.4,0.0
欧线集运2602,ec2602,2025-08-25 11:00,11531870.2,11531927.6,11532345.3,11531305.0,65,4890420.0,0.01,0.0,57.4,0.0
欧线集运2602,ec2602,2025-08-25 11:15,11531935.7,11531395.1,11532132.4,11531395.1,36,2708400.0,0.01,0.0,-532.5,0.0
欧线集运2602,ec2602,2025-08-25 11:30,11531395.1,11531239.4,11531485.2,11531001.9,20,1499040.0,0.0,0.0,-155.7,0.0
欧线集运2602,ec2602,2025-08-25 13:45,11531239.4,11531518.0,11531583.5,11531001.9,40,2998050.0,0.01,0.0,278.6,0.0
欧线集运2602,ec2602,2025-08-25 14:00,11531599.9,11531157.5,11531943.9,11531157.5,16,1203085.0,0.01,0.0,-360.5,0.0
欧线集运2602,ec2602,2025-08-25 14:15,11531092.0,11530993.7,11531362.3,11530993.7,28,2096300.0,0.0,0.0,-163.8,0.0
欧线集运2602,ec2602,2025-08-25 14:30,11531182.1,11531534.3,11531550.7,11531092.0,37,2773805.0,0.0,0.0,540.6,0.0
欧线集运2602,ec2602,2025-08-25 14:45,11531550.7,11531616.3,11531821.1,11531477.0,19,1427640.0,0.0,0.0,82.0,0.0
欧线集运2602,ec2602,2025-08-25 15:00,11531616.3,11531132.9,11531616.3,11530887.2,45,3366490.0,0.01,0.0,-483.4,0.0
欧线集运2602,ec2602,2025-08-26 09:15,11530313.7,11530428.4,11530919.9,11529175.0,100,7410645.0,0.02,-0.01,-704.5,0.0
欧线集运2602,ec2602,2025-08-26 09:30,11530428.4,11530272.8,11530428.4,11529871.4,19,1410910.0,0.0,0.0,-155.6,0.0
欧线集运2602,ec2602,2025-08-26 09:45,11530272.8,11530797.1,11530797.1,11530272.8,36,2679835.0,0.0,0.0,524.3,0.0
欧线集运2602,ec2602,2025-08-26 10:00,11530797.1,11530436.6,11530797.1,11530436.6,5,372200.0,0.0,0.0,-360.5,0.0
欧线集运2602,ec2602,2025-08-26 10:15,11530436.6,11530362.9,11530502.1,11530190.9,27,2008100.0,0.0,0.0,-73.7,0.0
欧线集运2602,ec2602,2025-08-26 10:45,11530362.9,11529879.6,11530362.9,11529855.0,11,816335.0,0.0,0.0,-483.3,0.0
欧线集运2602,ec2602,2025-08-26 11:00,11529830.4,11529797.6,11529863.2,11529748.5,14,1036700.0,0.0,0.0,-82.0,0.0
欧线集运2602,ec2602,2025-08-26 11:15,11529789.4,11530403.8,11530403.8,11529789.4,18,1336445.0,0.01,0.01,606.2,0.0
欧线集运2602,ec2602,2025-08-26 11:30,11530403.8,11530002.4,11530403.8,11529846.8,24,1781165.0,0.0,0.0,-401.4,0.0
欧线集运2602,ec2602,2025-08-26 13:45,11529879.6,11529846.8,11530813.4,11529846.8,80,5945155.0,0.01,0.0,-155.6,0.0
